Con,Contp,PP,PPName,Reg,AgtId,Ver,Agt,Dat,Status,Lgt,N_characters,Agtp,Stage,StageSub,Part,ThrdPart,OthAgr,Loc1ISO,Loc2ISO,Loc1GWNO,Loc2GWNO,UcdpCon,UcdpAgr,PamAgr,CowWar,Interim,PT_FSP,PT_ISP,PT_IPP,PT_UTE,LinkNatProcess,LocaleName,LocaleNat,LatDec,LongDec,Mediator,MedCentState,MedRegState,MedLocState,MedLocArmed,MedReDomEld,MedLocCivSoc,MedIntActor,MedOtherUnclear,CentState,RegState,LocState,LocArmedGr,ReDomEld,LocComSoc,IntActor,OthActor,RitPray,Grieve,Cattle,Cover,agt_dat,year,stage_label,description,PAX_Hyperlink,PDF_Hyperlink,PAX_Local_Hyperlink,local_search
Nigeria/(Plateau State),Inter-group,136,Nigeria - Plateau State Process,Africa (excl MENA),1536,1,Joint Declaration of Commitment to Peace and Cooperation,2014-12-14,Multiparty signed/agreed,4.0,11847,IntraLocal,SubComp,FrAg,"Signatories, Chairpersons of the Steering Committees, Signing on Behalf of their Communities:
Afizere: Agwom Nyam Isha [Signed]
Anaguta: Aminu Agwom Zang, signed on his behalf by Shina Musa Agada [Signed]
Berom: Da (Dr.) Jonah Maduga, signed on his behalf by Mr. Sam Godongs [Signed]
Fulani: Salihu Musa Umar [Signed]
Hausa: Alhaji Umaru Sani [Signed]
Igbo: Barr. Zacch O. Nwankpa [Signed]
South-South: Barr. Smart Irabor [Signed]
Yoruba: Chief Barr. Bankole Falade [Signed]
Women: Dr. Sumaye Hamza [Signed]","Witnesses:
Government:
Representative of the Federal Government, Ambassador Layiwola Laseinde [Signed]
Representative of the State Government, Hon. Isa Chungwom Song, Special Advisor Legislative Liason [signed]

Centre for Humanitarian Dialogue
HD Senior Advisor: David Lambo, [Signed]
HD Gender Advisor, Alice Nderitu, [Signed]
HD Senior Consultant, Dr. Phil Ostien, [Signed]
HD Local Advisor, Prof. John Dung-Gwom, [Signed]
HD Local Advisor, Khadijah Hawaja, [Signed]
HD Local Advisor, Baba Bala Muhammad, [Signed]
HD Local Advisor, Yakuba Sankey, [Signed]","""Deferred to a grassroots dialogue process conducted in Barkin Ladi, Jos South, and Riyom Local Government Areas.""",NGA,,475,,,,,,No,1,0,0,0,Y,Jos,Region,9.898415,8.85959,Y,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,Joint Declaration of Commitment to Peace and Cooperation (2014-12-14),2014,"Framework-substantive, comprehensive","Communal peace agreement between the communities in Jos, Plateau State, Nigeria attempting to decrease incidents of violence between Hausa and Fulani and other groups. Agreement mediated by HD Centre and contains a list of eight recommendations that are expanded in the Annexes (but these are not attatched). Recommendations touch on; Trust Building and Religious Tolerance; places of worship, burial grounds and youth; governance issues, access to public spaces; traditional rulership; land reform, IDPs and cattle rustling; settlers and migration issues in Jos City; Impunity and transitional justice as well as security of life and property.",https://pax.peaceagreements.org/agreements/1536/,https://pax.peaceagreements.org/media/documents/ag1536_59eda13e8d5e4.pdf,https://pax.peaceagreements.org/agreements/local/1536,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=136&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2364,5,Houran Ceasefire,2014-12-23,Multiparty signed/agreed,1.0,1627,IntraLocal,Cea,Ceas,House of Justice in Houran,al-Muthanna Islamic Movement,,SYR,,652,,299.0,,,,No,0,1,0,0,N,Houran,Region,32.823701,35.93156,Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Houran Ceasefire (2014-12-23),2014,Ceasefire,"Four point-agreement providing for a ceasefire between armed factions in Houran, southern Syria.",https://pax.peaceagreements.org/agreements/2364/,https://pax.peaceagreements.org/media/documents/ag2364_602a9d1fe6b21.pdf,https://pax.peaceagreements.org/agreements/local/2364,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1886,1,Levant Front and People's Protection Units Agreement (Unnamed),2015-02-05,Multiparty signed/agreed,1.0,767,IntraLocal,Pre,PreOth,"Levant Front;
People's Protection Units (YPG)",,,SYR,,652,,299.0,,,,No,0,0,1,0,N,"Aleppo, Afrin (including countryside)",Region,36.510028,36.868782,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,Levant Front and People's Protection Units Agreement (Unnamed) (2015-02-05),2015,Pre-negotiation,"Short agreement between Levant Front and People's Protection Units on joint Shariah Courts, offices for proselytization, the situation of mosques and to jointly target the Islamic State and the regime of Bashar al-Asad.",https://pax.peaceagreements.org/agreements/1886/,https://pax.peaceagreements.org/media/documents/ag1886_5992c390a6879.pdf,https://pax.peaceagreements.org/agreements/local/1886,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,2076,2,Final Communique: Comprehensive Dialogue for Calm and Peace in the Nafusa Mountains,2015-03-19,Status unclear,2.0,3927,IntraLocal,Pre,PreOth,"""The elders, prominent figures, sheikhs, and activists of the Nafusa Mountains""",,,LBY,,620,,11346.0,,,,No,1,0,0,0,Y,Nafusa Mountains,Region,31.865991,11.793643,N,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,Final Communique: Comprehensive Dialogue for Calm and Peace in the Nafusa Mountains (2015-03-19),2015,Pre-negotiation,Communique provides for the return of IDPs; lifting of social protection of criminals; return of security institutions; allowing humanitarian aid and promoting a culture of tolerance; working to spare the cities and areas of Nafusa mountains and reaching out to other tribes and assigning responsibilities among them; creating an implementation mechanism; and supporting the municipalities and crisis committees in pushing forward solutions.,https://pax.peaceagreements.org/agreements/2076/,https://pax.peaceagreements.org/media/documents/ag2076_5c94fe7231b6a.pdf,https://pax.peaceagreements.org/agreements/local/2076,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1949,2,"Resolutions of Peace and Cohesion Meeting of Leaders from Mt. Elgon Sub-counties, Bungoma, County: Abbey Resort Resolutions",2015-03-31,Multiparty signed/agreed,4.0,4437,IntraLocal,SubPar,MultIss,"Political Leaders
Hon Fred C Kapandi	Former MP
Wilberforce [Illegible]	Former MP
Hon Jane Chebet	Deputy Speaker
CW Geogre Maras	Former Councillor

County Government
Hillary Chongwony	Deputy Governor, Bungoma County Government
Gideon Boiyo		Chairperson Bungoma County Police Service Board

County and Sub-County Intelligence Security Committee
M.A. [Illegible] 		County Commissioner, Bungoma County

Peace Committee Members & Supreme Council of Elders
Ptara Naibei		Mt Elgon
[Illegible] 		Cheptis
Rev. Edmond [Illegible]	County Peace Coordinator

Representatives from Faith Based Organisations
[Illegible]		SDA Church
[Illegible]		Catholic Church

Youth Representitives
Nicholas Ghechu	Cheptais
Maureen [Illegible] 	Mt Elgon

Hon Francis Ole Kaparo	Chaiperson, National Cohesion and Integration Commission
Ms. Irene Wanyoike	Vice Chairperson, NCIC
Dr. Joseph Nasongo	Commissioner, NCIC
Dr. Roba Sharamo	Commissioner, NCIC
Hon. Morris Dzoro	Commissioner, NCIC
Prof. Gitile Naituli	Commissioner, NCIC",,,KEN,,501,,,,,,No,1,0,0,0,Y,Mt. Elgon (Bungoma County),Region,1.149196,34.542303,Y,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,"Resolutions of Peace and Cohesion Meeting of Leaders from Mt. Elgon Sub-counties, Bungoma, County: Abbey Resort Resolutions (2015-03-31)",2015,"Framework-substantive, partial","Agreement between community leaders to end a decade of inter-community violence.  Requests help from government to allocate resources equitably, and to bring justice to perpetrators of hate speech and violence.  Also request the fat tracking of a Truth and Reconciliation Commission.",https://pax.peaceagreements.org/agreements/1949/,https://pax.peaceagreements.org/media/documents/ag1949_5b3677ae354d1.pdf,https://pax.peaceagreements.org/agreements/local/1949,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=140&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,1892,1,Statement by the Martyrs Brigade in Zawiyat al-Mahjoub regarding the ceasefire agreement in Aziziyyah and the latest developments in and near Tripoli,2015-04-26,Multiparty signed/agreed,2.0,2290,IntraLocal,Cea,Ceas,9 Brigades linked to the Martyrs Brigade of Zawiyat al-Mahjoub.,,,LBY,,620,,11346.0,,,,No,0,0,1,0,Y,al-Aziziyyah,City,32.531867,13.02116,N,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Statement by the Martyrs Brigade in Zawiyat al-Mahjoub regarding the ceasefire agreement in Aziziyyah and the latest developments in and near Tripoli (2015-04-26),2015,Ceasefire,Unilateral statement by the Martyrs Brigade of Zawiyat al-Mahjoub agreeing to the Aziziyyah Ceasefire as part of the choreography of documents.,https://pax.peaceagreements.org/agreements/1892/,https://pax.peaceagreements.org/media/documents/ag1892_5e7356fc92317.pdf,https://pax.peaceagreements.org/agreements/local/1892,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,1981,2,Agreement between People’s Protection Units (YPG) and Operations Room 'Libtik ya Ukhtah' on status of Sheikh Maqsoud,2015-05-03,Multiparty signed/agreed,1.0,2000,IntraLocal,Cea,Rel,These terms are the terms which were agreed on between the Ghurfa ‘Amliat “Libik Ya Ukhtah” and Wahadat Himayya al-Sha’ab [The People’s Protection Unit (YPG)].,"-  Tajam Fastaqim Kama Umirt [The Fastaqim Kama Umirt Union]
-  Farqa 16 [Brigade 16]",,SYR,,652,,299.0,,,,No,1,0,0,0,N,Sheikh Maqsud,Smaller,36.233387,37.150269,Y,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Agreement between People’s Protection Units (YPG) and Operations Room 'Libtik ya Ukhtah' on status of Sheikh Maqsoud (2015-05-03),2015,Ceasefire,"Agreement between YPG and opposition faction 'Libtik ya Ukhtah' to extradite offender to Shari'ah court; prisoner release, and a prohibition on harassment of women.",https://pax.peaceagreements.org/agreements/1981/,https://pax.peaceagreements.org/media/documents/ag1981_5b43b1e507f73.pdf,https://pax.peaceagreements.org/agreements/local/1981,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2342,5,Agreement between elders and the Yarmouk Martyr Brigade,2015-05-12,Multiparty signed/agreed,1.0,1411,IntraLocal,Cea,Ceas,"Notables from Yarmouk
The Yarmouk Martyrs Brigade",,,SYR,,652,,299.0,,,,No,0,1,0,0,N,"Saham al-Golan, Heit and Al-Suruji checkpoint",Region,32.770206,35.915851,N,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,Agreement between elders and the Yarmouk Martyr Brigade (2015-05-12),2015,Ceasefire,"Five point agreement providing for the withdrawal of the Yarmouk Martyrs Brigade from Saham al-Golan, Heit and Al-Suruji checkpoint in exchange for finding a neutral external party to take over the areas.",https://pax.peaceagreements.org/agreements/2342/,https://pax.peaceagreements.org/media/documents/ag2342_602a9c4dc377d.pdf,https://pax.peaceagreements.org/agreements/local/2342,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Syria,Inter-group,138,Syrian Local Agreements,Middle East and North Africa,2153,2,"Agreement between the People’s Protection Units and Operation Room ‘Libtik Ya Ukhtahu’ regarding Sheikh Maqsud, Aleppo",2015-05-28,Multiparty signed/agreed,1.0,848,IntraLocal,Ren,Reimp,"People's Protection Units (YPG); 
Operations Rooms 'Libtik Ya Ukhtahu' (consisting of Northern Front, Kurdish Front, Ahrar al-Sham, Abu Amara Brigades, 16th Legion, Descendants of the Sultans, Faylaq al-Sham, First Battalion, Jaysh al-Islam, Safwa Brigades, Nur al-Din al-Zanki Brigades)","The Fastaqim Union
Farqa 16",Agreement on 4/05/2015. Points of agreement summarised in the Rudaw article (see source).,SYR,,652,,299.0,,,,No,1,0,0,0,N,Sheikh Maqsud,Smaller,36.237554,37.153702,Y,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Agreement between the People’s Protection Units and Operation Room ‘Libtik Ya Ukhtahu’ regarding Sheikh Maqsud, Aleppo (2015-05-28)",2015,Renewal,"A re-negotiation agreement of the previous agreement on May 4, 2015. TPG agrees to withdraw its units mediated by third parties of Fastaqim Union and Farqa 16.",https://pax.peaceagreements.org/agreements/2153/,https://pax.peaceagreements.org/media/documents/ag2153_5cab4dd47ba7d.pdf,https://pax.peaceagreements.org/agreements/local/2153,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=138&search_type=advanced-local
Yemen,Government/territory,123,Yemen peace process,Middle East and North Africa,1823,1,Statement on Security in Governorate of Ibb,2015-06-02,Multiparty signed/agreed,3.0,1963,IntraLocal,Pre,PreOth,63 Imams and preachers,,,YEM,,678,,230.0,,,,No,0,0,1,0,T,Ibb governorate,Region,13.972798,44.161822,Y,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Statement on Security in Governorate of Ibb (2015-06-02),2015,Pre-negotiation,Short statement calling for Ibb Governorate to remain in peace and not allow the war in neighbouring provinces spill over.,https://pax.peaceagreements.org/agreements/1823/,https://pax.peaceagreements.org/media/documents/ag1823_58be8b00e8e16.pdf,https://pax.peaceagreements.org/agreements/local/1823,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=123&search_type=advanced-local
Libya,Inter-group,72,Libyan local processes,Middle East and North Africa,2220,2,Agreement to stop the bloodshed and open the door to dialogue in the Western Region,2015-06-16,Multiparty signed/agreed,2.0,4532,IntraLocal,Cea,Ceas,"The Municipal Council, Military Council and Elders, Dignitaries and Shura Council from 5 municipalities: al-Rajaban, al-Zintan, Sibratahm Surman and al-Ajilat.",,,LBY,,620,,11346.0,,,,No,0,0,1,0,Y,Western Region,Region,32.423055,12.026596,N,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,Agreement to stop the bloodshed and open the door to dialogue in the Western Region (2015-06-16),2015,Ceasefire,"9-point agreement providing for: (1) ceasefire; (2) ending media campaigns; (3) allowing persons from other sides enter towns unmolested and that their lands will not be used for staging attacks against other parties; (4) prisoner release; (5) the activation of security forces in all areas coved by the agreement, opening of roads, movement of goods and people; (6) to allow citizens to use the courts to protect their rights; (7) form a committee to solve problems in the community; (8) that entities in other areas will not be contacted except through official channels; (9) code of conduct between parties.",https://pax.peaceagreements.org/agreements/2220/,https://pax.peaceagreements.org/media/documents/ag2220_5cf6e00b4bab8.pdf,https://pax.peaceagreements.org/agreements/local/2220,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=72&search_type=advanced-local
Kenya,Inter-group,140,Kenya Local Agreements,Africa (excl MENA),1950,2,Samburu and Turkana Ceasefire Agreement,2015-06-22,Multiparty signed/agreed,2.0,4656,IntraLocal,SubPar,MultIss,No signature but agreement is on behalf of representatives of  Samburu and Turkana Communities living in Baragoi of Samburu County,"NCIC Chair, Francis Ole Kaparo
NCIC Commissioner Linda Ochiel",,KEN,,501,,,,,,No,1,0,0,0,N,"Baragoi, Samburu County",City,0.648177,37.772746,Y,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,Samburu and Turkana Ceasefire Agreement (2015-06-22),2015,"Framework-substantive, partial",Ceasefire agreement between the Samburu and Turkana communities in Baragoi of Samburu County.  Provisions largely deal with cattle theft and security.,https://pax.peaceagreements.org/agreements/1950/,https://pax.peaceagreements.org/media/documents/ag1950_5b36782c6382f.pdf,https://pax.peaceagreements.org/agreements/local/1950,https://pax.peaceagreements.org/agreements/lsearchadv/results?name=&signed_after=&signed_before=&process_link=include_all&match_any_participant=True&locale_name=&mediator_status=include_all&match_any_mediator=True&match_any_issues=True&text=&process=140&search_type=advanced-local
